LeaseID,TenantID,StartYear,LeaseYear,FloorLevel,SuiteID,SuiteSquareFootage,RentAmount,AnnualRent,Occupied,VacantSpace
9.0,3.0,1991,1996,9,9_1,2188.4552730976384,15.38,33647.5,True,17811.54
9.0,3.0,1991,1997,9,9_1,2188.4552730976384,15.88,34741.73,True,17811.54
9.0,3.0,1991,1998,9,9_1,2188.4552730976384,16.38,35835.96,True,17811.54
9.0,3.0,1991,1999,9,9_1,2188.4552730976384,16.88,36930.18,True,17811.54
9.0,3.0,1991,2000,9,9_1,2188.4552730976384,17.38,38024.41,True,17811.54
9.0,3.0,1991,2001,9,9_1,2188.4552730976384,17.88,39118.64,True,17811.54
9.0,3.0,1991,2002,9,9_1,2188.4552730976384,18.38,40212.87,True,17811.54
9.0,3.0,1991,2003,9,9_1,2188.4552730976384,18.88,41307.09,True,17811.54
9.0,3.0,1991,2004,9,9_1,2188.4552730976384,19.38,42401.32,True,17811.54
10.0,3.0,1991,1991,14,14_2,4419.88085197783,12.88,56905.97,True,13914.37
10.0,3.0,1991,1992,14,14_2,4419.88085197783,13.38,59115.91,True,13914.37
11.0,4.0,1991,1991,14,14_2,4419.88085197783,12.88,56905.97,True,13914.37
12.0,4.0,1991,1991,11,11_3,2497.8223616748837,12.88,32159.46,True,17502.18
12.0,4.0,1991,1992,11,11_3,2497.8223616748837,13.38,33408.37,True,17502.18
12.0,4.0,1991,1993,11,11_3,2497.8223616748837,13.88,34657.29,True,17502.18
12.0,4.0,1991,1994,11,11_3,2497.8223616748837,14.38,35906.2,True,17502.18
12.0,4.0,1991,1995,11,11_3,2497.8223616748837,14.88,37155.11,True,17502.18
12.0,4.0,1991,1996,11,11_3,2497.8223616748837,15.38,38404.02,True,17502.18
12.0,4.0,1991,1997,11,11_3,2497.8223616748837,15.88,39652.93,True,17502.18
12.0,4.0,1991,1998,11,11_3,2497.8223616748837,16.38,40901.84,True,17502.18
12.0,4.0,1991,1999,11,11_3,2497.8223616748837,16.88,42150.75,True,17502.18
12.0,4.0,1991,2000,11,11_3,2497.8223616748837,17.38,43399.66,True,17502.18
13.0,4.0,1991,1991,11,11_4,2150.1862627989667,12.88,27683.65,True,15351.99
13.0,4.0,1991,1992,11,11_4,2150.1862627989667,13.38,28758.74,True,15351.99
13.0,4.0,1991,1993,11,11_4,2150.1862627989667,13.88,29833.83,True,15351.99
13.0,4.0,1991,1994,11,11_4,2150.1862627989667,14.38,30908.93,True,15351.99
13.0,4.0,1991,1995,11,11_4,2150.1862627989667,14.88,31984.02,True,15351.99
13.0,4.0,1991,1996,11,11_4,2150.1862627989667,15.38,33059.11,True,15351.99
13.0,4.0,1991,1997,11,11_4,2150.1862627989667,15.88,34134.21,True,15351.99
14.0,4.0,1991,1991,6,6_5,985.5004417734085,12.88,12688.32,True,19014.5
14.0,4.0,1991,1992,6,6_5,985.5004417734085,13.38,13181.07,True,19014.5
14.0,4.0,1991,1993,6,6_5,985.5004417734085,13.88,13673.82,True,19014.5
14.0,4.0,1991,1994,6,6_5,985.5004417734085,14.38,14166.57,True,19014.5
14.0,4.0,1991,1995,6,6_5,985.5004417734085,14.88,14659.32,True,19014.5
14.0,4.0,1991,1996,6,6_5,985.5004417734085,15.38,15152.07,True,19014.5
14.0,4.0,1991,1997,6,6_5,985.5004417734085,15.88,15644.82,True,19014.5
14.0,4.0,1991,1998,6,6_5,985.5004417734085,16.38,16137.57,True,19014.5
15.0,5.0,1991,1991,6,6_5,985.5004417734085,12.88,12688.32,True,19014.5
16.0,6.0,1991,1991,6,6_5,985.5004417734085,12.88,12688.32,True,19014.5
17.0,7.0,1991,1991,6,6_5,985.5004417734085,12.88,12688.32,True,19014.5
17.0,7.0,1991,1992,6,6_5,985.5004417734085,13.38,13181.07,True,19014.5
17.0,7.0,1991,1993,6,6_5,985.5004417734085,13.88,13673.82,True,19014.5
17.0,7.0,1991,1994,6,6_5,985.5004417734085,14.38,14166.57,True,19014.5
18.0,8.0,1991,1991,6,6_5,985.5004417734085,12.88,12688.32,True,19014.5
18.0,8.0,1991,1992,6,6_5,985.5004417734085,13.38,13181.07,True,19014.5
18.0,8.0,1991,1993,6,6_5,985.5004417734085,13.88,13673.82,True,19014.5
18.0,8.0,1991,1994,6,6_5,985.5004417734085,14.38,14166.57,True,19014.5
18.0,8.0,1991,1995,6,6_5,985.5004417734085,14.88,14659.32,True,19014.5
19.0,8.0,1991,1991,21,21_6,4145.037843825234,12.88,53367.36,True,15854.96
19.0,8.0,1991,1992,21,21_6,4145.037843825234,13.38,55439.88,True,15854.96
20.0,8.0,1992,1992,27,27_1,4185.088573357575,13.79,57719.49,True,15814.91
20.0,8.0,1992,1993,27,27_1,4185.088573357575,14.29,59812.03,True,15814.91
20.0,8.0,1992,1994,27,27_1,4185.088573357575,14.79,61904.57,True,15814.91
20.0,8.0,1992,1995,27,27_1,4185.088573357575,15.29,63997.12,True,15814.91
20.0,8.0,1992,1996,27,27_1,4185.088573357575,15.79,66089.66,True,15814.91
20.0,8.0,1992,1997,27,27_1,4185.088573357575,16.29,68182.21,True,15814.91
20.0,8.0,1992,1998,27,27_1,4185.088573357575,16.79,70274.75,True,15814.91
20.0,8.0,1992,1999,27,27_1,4185.088573357575,17.29,72367.3,True,15814.91
20.0,8.0,1992,2000,27,27_1,4185.088573357575,17.79,74459.84,True,15814.91
21.0,8.0,1992,1992,13,13_2,4168.126995710745,13.79,57485.56,True,15831.87
22.0,8.0,1992,1992,3,3_3,1112.8857812149765,13.79,15348.59,True,18887.11
22.0,8.0,1992,1993,3,3_3,1112.8857812149765,14.29,15905.03,True,18887.11
22.0,8.0,1992,1994,3,3_3,1112.8857812149765,14.79,16461.47,True,18887.11
22.0,8.0,1992,1995,3,3_3,1112.8857812149765,15.29,17017.92,True,18887.11
22.0,8.0,1992,1996,3,3_3,1112.8857812149765,15.79,17574.36,True,18887.11
23.0,8.0,1992,1992,25,25_4,2413.2702627215094,13.79,33283.1,True,17586.73
23.0,8.0,1992,1993,25,25_4,2413.2702627215094,14.29,34489.73,True,17586.73
23.0,8.0,1992,1994,25,25_4,2413.2702627215094,14.79,35696.37,True,17586.73
23.0,8.0,1992,1995,25,25_4,2413.2702627215094,15.29,36903.0,True,17586.73
23.0,8.0,1992,1996,25,25_4,2413.2702627215094,15.79,38109.64,True,17586.73
23.0,8.0,1992,1997,25,25_4,2413.2702627215094,16.29,39316.28,True,17586.73
23.0,8.0,1992,1998,25,25_4,2413.2702627215094,16.79,40522.91,True,17586.73
23.0,8.0,1992,1999,25,25_4,2413.2702627215094,17.29,41729.55,True,17586.73
23.0,8.0,1992,2000,25,25_4,2413.2702627215094,17.79,42936.18,True,17586.73
23.0,8.0,1992,2001,25,25_4,2413.2702627215094,18.29,44142.82,True,17586.73
23.0,8.0,1992,2002,25,25_4,2413.2702627215094,18.79,45349.45,True,17586.73
24.0,8.0,1992,1992,3,3_5,4913.592431534835,13.79,67766.79,True,13973.52
24.0,8.0,1992,1993,3,3_5,4913.592431534835,14.29,70223.59,True,13973.52
24.0,8.0,1992,1994,3,3_5,4913.592431534835,14.79,72680.39,True,13973.52
24.0,8.0,1992,1995,3,3_5,4913.592431534835,15.29,75137.18,True,13973.52
24.0,8.0,1992,1996,3,3_5,4913.592431534835,15.79,77593.98,True,13973.52
24.0,8.0,1992,1997,3,3_5,4913.592431534835,16.29,80050.77,True,13973.52
24.0,8.0,1992,1998,3,3_5,4913.592431534835,16.79,82507.57,True,13973.52
24.0,8.0,1992,1999,3,3_5,4913.592431534835,17.29,84964.37,True,13973.52
24.0,8.0,1992,2000,3,3_5,4913.592431534835,17.79,87421.16,True,13973.52
24.0,8.0,1992,2001,3,3_5,4913.592431534835,18.29,89877.96,True,13973.52
24.0,8.0,1992,2002,3,3_5,4913.592431534835,18.79,92334.75,True,13973.52
24.0,8.0,1992,2003,3,3_5,4913.592431534835,19.29,94791.55,True,13973.52
25.0,9.0,1992,1992,3,3_5,4913.592431534835,13.79,67766.79,True,13973.52
25.0,9.0,1992,1993,3,3_5,4913.592431534835,14.29,70223.59,True,13973.52
25.0,9.0,1992,1994,3,3_5,4913.592431534835,14.79,72680.39,True,13973.52
25.0,9.0,1992,1995,3,3_5,4913.592431534835,15.29,75137.18,True,13973.52
25.0,9.0,1992,1996,3,3_5,4913.592431534835,15.79,77593.98,True,13973.52
25.0,9.0,1992,1997,3,3_5,4913.592431534835,16.29,80050.77,True,13973.52
25.0,9.0,1992,1998,3,3_5,4913.592431534835,16.79,82507.57,True,13973.52
25.0,9.0,1992,1999,3,3_5,4913.592431534835,17.29,84964.37,True,13973.52
26.0,10.0,1992,1992,3,3_5,4913.592431534835,13.79,67766.79,True,13973.52
26.0,10.0,1992,1993,3,3_5,4913.592431534835,14.29,70223.59,True,13973.52
26.0,10.0,1992,1994,3,3_5,4913.592431534835,14.79,72680.39,True,13973.52
26.0,10.0,1992,1995,3,3_5,4913.592431534835,15.29,75137.18,True,13973.52
27.0,10.0,1992,1992,11,11_6,503.84999871082897,13.79,6948.95,True,14848.14
27.0,10.0,1992,1993,11,11_6,503.84999871082897,14.29,7200.87,True,14848.14
27.0,10.0,1992,1994,11,11_6,503.84999871082897,14.79,7452.8,True,14848.14
27.0,10.0,1992,1995,11,11_6,503.84999871082897,15.29,7704.72,True,14848.14
27.0,10.0,1992,1996,11,11_6,503.84999871082897,15.79,7956.65,True,14848.14
27.0,10.0,1992,1997,11,11_6,503.84999871082897,16.29,8208.57,True,14848.14
27.0,10.0,1992,1998,11,11_6,503.84999871082897,16.79,8460.5,True,14848.14
28.0,10.0,1993,1993,26,26_1,3978.066793615006,14.75,58683.7,True,16021.93
28.0,10.0,1993,1994,26,26_1,3978.066793615006,15.25,60672.74,True,16021.93
28.0,10.0,1993,1995,26,26_1,3978.066793615006,15.75,62661.77,True,16021.93
28.0,10.0,1993,1996,26,26_1,3978.066793615006,16.25,64650.8,True,16021.93
29.0,10.0,1993,1993,27,27_2,4688.034632748079,14.75,69157.02,True,11126.88
29.0,10.0,1993,1994,27,27_2,4688.034632748079,15.25,71501.03,True,11126.88
29.0,10.0,1993,1995,27,27_2,4688.034632748079,15.75,73845.05,True,11126.88
29.0,10.0,1993,1996,27,27_2,4688.034632748079,16.25,76189.07,True,11126.88
29.0,10.0,1993,1997,27,27_2,4688.034632748079,16.75,78533.09,True,11126.88
30.0,11.0,1993,1993,27,27_2,4688.034632748079,14.75,69157.02,True,11126.88
31.0,12.0,1993,1993,27,27_2,4688.034632748079,14.75,69157.02,True,11126.88
31.0,12.0,1993,1994,27,27_2,4688.034632748079,15.25,71501.03,True,11126.88
31.0,12.0,1993,1995,27,27_2,4688.034632748079,15.75,73845.05,True,11126.88
31.0,12.0,1993,1996,27,27_2,4688.034632748079,16.25,76189.07,True,11126.88
31.0,12.0,1993,1997,27,27_2,4688.034632748079,16.75,78533.09,True,11126.88
31.0,12.0,1993,1998,27,27_2,4688.034632748079,17.25,80877.1,True,11126.88
31.0,12.0,1993,1999,27,27_2,4688.034632748079,17.75,83221.12,True,11126.88
31.0,12.0,1993,2000,27,27_2,4688.034632748079,18.25,85565.14,True,11126.88
32.0,13.0,1993,1993,27,27_2,4688.034632748079,14.75,69157.02,True,11126.88
33.0,13.0,1993,1993,13,13_3,2906.773842191449,14.75,42880.19,True,12925.1
33.0,13.0,1993,1994,13,13_3,2906.773842191449,15.25,44333.58,True,12925.1
33.0,13.0,1993,1995,13,13_3,2906.773842191449,15.75,45786.96,True,12925.1
33.0,13.0,1993,1996,13,13_3,2906.773842191449,16.25,47240.35,True,12925.1
33.0,13.0,1993,1997,13,13_3,2906.773842191449,16.75,48693.74,True,12925.1
33.0,13.0,1993,1998,13,13_3,2906.773842191449,17.25,50147.12,True,12925.1
33.0,13.0,1993,1999,13,13_3,2906.773842191449,17.75,51600.51,True,12925.1
33.0,13.0,1993,2000,13,13_3,2906.773842191449,18.25,53053.9,True,12925.1
33.0,13.0,1993,2001,13,13_3,2906.773842191449,18.75,54507.28,True,12925.1
33.0,13.0,1993,2002,13,13_3,2906.773842191449,19.25,55960.67,True,12925.1
33.0,13.0,1993,2003,13,13_3,2906.773842191449,19.75,57414.06,True,12925.1
34.0,13.0,1993,1993,23,23_4,633.9858123235454,14.75,9352.44,True,19366.01
34.0,13.0,1993,1994,23,23_4,633.9858123235454,15.25,9669.43,True,19366.01
34.0,13.0,1993,1995,23,23_4,633.9858123235454,15.75,9986.43,True,19366.01
34.0,13.0,1993,1996,23,23_4,633.9858123235454,16.25,10303.42,True,19366.01
34.0,13.0,1993,1997,23,23_4,633.9858123235454,16.75,10620.41,True,19366.01
34.0,13.0,1993,1998,23,23_4,633.9858123235454,17.25,10937.41,True,19366.01
34.0,13.0,1993,1999,23,23_4,633.9858123235454,17.75,11254.4,True,19366.01
35.0,13.0,1993,1993,4,4_5,3609.6910307736393,14.75,53249.49,True,10123.92
35.0,13.0,1993,1994,4,4_5,3609.6910307736393,15.25,55054.34,True,10123.92
35.0,13.0,1993,1995,4,4_5,3609.6910307736393,15.75,56859.18,True,10123.92
35.0,13.0,1993,1996,4,4_5,3609.6910307736393,16.25,58664.03,True,10123.92
35.0,13.0,1993,1997,4,4_5,3609.6910307736393,16.75,60468.87,True,10123.92
36.0,13.0,1993,1993,25,25_6,956.0480742591873,14.75,14103.44,True,16630.68
36.0,13.0,1993,1994,25,25_6,956.0480742591873,15.25,14581.47,True,16630.68
36.0,13.0,1993,1995,25,25_6,956.0480742591873,15.75,15059.49,True,16630.68
36.0,13.0,1993,1996,25,25_6,956.0480742591873,16.25,15537.52,True,16630.68
36.0,13.0,1993,1997,25,25_6,956.0480742591873,16.75,16015.54,True,16630.68
36.0,13.0,1993,1998,25,25_6,956.0480742591873,17.25,16493.56,True,16630.68
36.0,13.0,1993,1999,25,25_6,956.0480742591873,17.75,16971.59,True,16630.68
36.0,13.0,1993,2000,25,25_6,956.0480742591873,18.25,17449.61,True,16630.68
36.0,13.0,1993,2001,25,25_6,956.0480742591873,18.75,17927.64,True,16630.68
36.0,13.0,1993,2002,25,25_6,956.0480742591873,19.25,18405.66,True,16630.68
36.0,13.0,1993,2003,25,25_6,956.0480742591873,19.75,18883.68,True,16630.68
36.0,13.0,1993,2004,25,25_6,956.0480742591873,20.25,19361.71,True,16630.68
36.0,13.0,1993,2005,25,25_6,956.0480742591873,20.75,19839.73,True,16630.68
36.0,13.0,1993,2006,25,25_6,956.0480742591873,21.25,20317.76,True,16630.68
37.0,13.0,1994,1994,5,5_1,4050.068336451298,15.76,63817.43,True,15949.93
37.0,13.0,1994,1995,5,5_1,4050.068336451298,16.26,65842.46,True,15949.93
37.0,13.0,1994,1996,5,5_1,4050.068336451298,16.76,67867.49,True,15949.93
37.0,13.0,1994,1997,5,5_1,4050.068336451298,17.26,69892.53,True,15949.93
37.0,13.0,1994,1998,5,5_1,4050.068336451298,17.76,71917.56,True,15949.93
37.0,13.0,1994,1999,5,5_1,4050.068336451298,18.26,73942.6,True,15949.93
37.0,13.0,1994,2000,5,5_1,4050.068336451298,18.76,75967.63,True,15949.93
37.0,13.0,1994,2001,5,5_1,4050.068336451298,19.26,77992.67,True,15949.93
37.0,13.0,1994,2002,5,5_1,4050.068336451298,19.76,80017.7,True,15949.93
37.0,13.0,1994,2003,5,5_1,4050.068336451298,20.26,82042.73,True,15949.93
37.0,13.0,1994,2004,5,5_1,4050.068336451298,20.76,84067.77,True,15949.93
37.0,13.0,1994,2005,5,5_1,4050.068336451298,21.26,86092.8,True,15949.93
37.0,13.0,1994,2006,5,5_1,4050.068336451298,21.76,88117.84,True,15949.93
37.0,13.0,1994,2007,5,5_1,4050.068336451298,22.26,90142.87,True,15949.93
37.0,13.0,1994,2008,5,5_1,4050.068336451298,22.76,92167.9,True,15949.93
38.0,13.0,1994,1994,16,16_2,4925.634694361459,15.76,77613.83,True,15074.37
38.0,13.0,1994,1995,16,16_2,4925.634694361459,16.26,80076.65,True,15074.37
38.0,13.0,1994,1996,16,16_2,4925.634694361459,16.76,82539.47,True,15074.37
38.0,13.0,1994,1997,16,16_2,4925.634694361459,17.26,85002.29,True,15074.37
38.0,13.0,1994,1998,16,16_2,4925.634694361459,17.76,87465.1,True,15074.37
38.0,13.0,1994,1999,16,16_2,4925.634694361459,18.26,89927.92,True,15074.37
38.0,13.0,1994,2000,16,16_2,4925.634694361459,18.76,92390.74,True,15074.37
38.0,13.0,1994,2001,16,16_2,4925.634694361459,19.26,94853.55,True,15074.37
38.0,13.0,1994,2002,16,16_2,4925.634694361459,19.76,97316.37,True,15074.37
38.0,13.0,1994,2003,16,16_2,4925.634694361459,20.26,99779.19,True,15074.37
39.0,13.0,1994,1994,27,27_3,3825.5940120736354,15.76,60280.36,True,7301.28
39.0,13.0,1994,1995,27,27_3,3825.5940120736354,16.26,62193.15,True,7301.28
39.0,13.0,1994,1996,27,27_3,3825.5940120736354,16.76,64105.95,True,7301.28
39.0,13.0,1994,1997,27,27_3,3825.5940120736354,17.26,66018.75,True,7301.28
39.0,13.0,1994,1998,27,27_3,3825.5940120736354,17.76,67931.54,True,7301.28
39.0,13.0,1994,1999,27,27_3,3825.5940120736354,18.26,69844.34,True,7301.28
39.0,13.0,1994,2000,27,27_3,3825.5940120736354,18.76,71757.14,True,7301.28
39.0,13.0,1994,2001,27,27_3,3825.5940120736354,19.26,73669.94,True,7301.28
39.0,13.0,1994,2002,27,27_3,3825.5940120736354,19.76,75582.73,True,7301.28
40.0,14.0,1994,1994,27,27_3,3825.5940120736354,15.76,60280.36,True,7301.28
41.0,14.0,1994,1994,12,12_4,1203.8510746115871,15.76,18969.23,True,18796.15
41.0,14.0,1994,1995,12,12_4,1203.8510746115871,16.26,19571.16,True,18796.15
41.0,14.0,1994,1996,12,12_4,1203.8510746115871,16.76,20173.08,True,18796.15
41.0,14.0,1994,1997,12,12_4,1203.8510746115871,17.26,20775.01,True,18796.15
41.0,14.0,1994,1998,12,12_4,1203.8510746115871,17.76,21376.93,True,18796.15
41.0,14.0,1994,1999,12,12_4,1203.8510746115871,18.26,21978.86,True,18796.15
41.0,14.0,1994,2000,12,12_4,1203.8510746115871,18.76,22580.78,True,18796.15
41.0,14.0,1994,2001,12,12_4,1203.8510746115871,19.26,23182.71,True,18796.15
41.0,14.0,1994,2002,12,12_4,1203.8510746115871,19.76,23784.63,True,18796.15
41.0,14.0,1994,2003,12,12_4,1203.8510746115871,20.26,24386.56,True,18796.15
42.0,14.0,1994,1994,24,24_5,1891.8025574337341,15.76,29809.37,True,18108.2
43.0,14.0,1994,1994,22,22_6,3425.1129120950413,15.76,53969.93,True,16574.89
43.0,14.0,1994,1995,22,22_6,3425.1129120950413,16.26,55682.48,True,16574.89
44.0,14.0,1994,1994,4,4_7,571.4471817264065,15.76,9004.36,True,9552.47
45.0,14.0,1995,1995,26,26_1,3954.884790135678,16.81,66479.53,True,12067.05
46.0,15.0,1995,1995,26,26_1,3954.884790135678,16.81,66479.53,True,12067.05
46.0,15.0,1995,1996,26,26_1,3954.884790135678,17.31,68456.98,True,12067.05
46.0,15.0,1995,1997,26,26_1,3954.884790135678,17.81,70434.42,True,12067.05
46.0,15.0,1995,1998,26,26_1,3954.884790135678,18.31,72411.86,True,12067.05
46.0,15.0,1995,1999,26,26_1,3954.884790135678,18.81,74389.3,True,12067.05
46.0,15.0,1995,2000,26,26_1,3954.884790135678,19.31,76366.75,True,12067.05
46.0,15.0,1995,2001,26,26_1,3954.884790135678,19.81,78344.19,True,12067.05
46.0,15.0,1995,2002,26,26_1,3954.884790135678,20.31,80321.63,True,12067.05
46.0,15.0,1995,2003,26,26_1,3954.884790135678,20.81,82299.07,True,12067.05
46.0,15.0,1995,2004,26,26_1,3954.884790135678,21.31,84276.51,True,12067.05
46.0,15.0,1995,2005,26,26_1,3954.884790135678,21.81,86253.96,True,12067.05
46.0,15.0,1995,2006,26,26_1,3954.884790135678,22.31,88231.4,True,12067.05
46.0,15.0,1995,2007,26,26_1,3954.884790135678,22.81,90208.84,True,12067.05
46.0,15.0,1995,2008,26,26_1,3954.884790135678,23.31,92186.28,True,12067.05
47.0,16.0,1995,1995,26,26_1,3954.884790135678,16.81,66479.53,True,12067.05
47.0,16.0,1995,1996,26,26_1,3954.884790135678,17.31,68456.98,True,12067.05
47.0,16.0,1995,1997,26,26_1,3954.884790135678,17.81,70434.42,True,12067.05
47.0,16.0,1995,1998,26,26_1,3954.884790135678,18.31,72411.86,True,12067.05
47.0,16.0,1995,1999,26,26_1,3954.884790135678,18.81,74389.3,True,12067.05
47.0,16.0,1995,2000,26,26_1,3954.884790135678,19.31,76366.75,True,12067.05
47.0,16.0,1995,2001,26,26_1,3954.884790135678,19.81,78344.19,True,12067.05
47.0,16.0,1995,2002,26,26_1,3954.884790135678,20.31,80321.63,True,12067.05
47.0,16.0,1995,2003,26,26_1,3954.884790135678,20.81,82299.07,True,12067.05
47.0,16.0,1995,2004,26,26_1,3954.884790135678,21.31,84276.51,True,12067.05
47.0,16.0,1995,2005,26,26_1,3954.884790135678,21.81,86253.96,True,12067.05
47.0,16.0,1995,2006,26,26_1,3954.884790135678,22.31,88231.4,True,12067.05
47.0,16.0,1995,2007,26,26_1,3954.884790135678,22.81,90208.84,True,12067.05
48.0,16.0,1995,1995,14,14_2,4801.176795959788,16.81,80705.26,True,9113.19
48.0,16.0,1995,1996,14,14_2,4801.176795959788,17.31,83105.85,True,9113.19
48.0,16.0,1995,1997,14,14_2,4801.176795959788,17.81,85506.43,True,9113.19
48.0,16.0,1995,1998,14,14_2,4801.176795959788,18.31,87907.02,True,9113.19
48.0,16.0,1995,1999,14,14_2,4801.176795959788,18.81,90307.61,True,9113.19
48.0,16.0,1995,2000,14,14_2,4801.176795959788,19.31,92708.2,True,9113.19
48.0,16.0,1995,2001,14,14_2,4801.176795959788,19.81,95108.79,True,9113.19
48.0,16.0,1995,2002,14,14_2,4801.176795959788,20.31,97509.38,True,9113.19
48.0,16.0,1995,2003,14,14_2,4801.176795959788,20.81,99909.96,True,9113.19
48.0,16.0,1995,2004,14,14_2,4801.176795959788,21.31,102310.55,True,9113.19
48.0,16.0,1995,2005,14,14_2,4801.176795959788,21.81,104711.14,True,9113.19
48.0,16.0,1995,2006,14,14_2,4801.176795959788,22.31,107111.73,True,9113.19
48.0,16.0,1995,2007,14,14_2,4801.176795959788,22.81,109512.32,True,9113.19
48.0,16.0,1995,2008,14,14_2,4801.176795959788,23.31,111912.91,True,9113.19
49.0,16.0,1995,1995,24,24_3,3477.530352845812,16.81,58455.46,True,14630.67
49.0,16.0,1995,1996,24,24_3,3477.530352845812,17.31,60194.22,True,14630.67
49.0,16.0,1995,1997,24,24_3,3477.530352845812,17.81,61932.99,True,14630.67
49.0,16.0,1995,1998,24,24_3,3477.530352845812,18.31,63671.75,True,14630.67
49.0,16.0,1995,1999,24,24_3,3477.530352845812,18.81,65410.52,True,14630.67
49.0,16.0,1995,2000,24,24_3,3477.530352845812,19.31,67149.28,True,14630.67
49.0,16.0,1995,2001,24,24_3,3477.530352845812,19.81,68888.05,True,14630.67
49.0,16.0,1995,2002,24,24_3,3477.530352845812,20.31,70626.81,True,14630.67
49.0,16.0,1995,2003,24,24_3,3477.530352845812,20.81,72365.58,True,14630.67
49.0,16.0,1995,2004,24,24_3,3477.530352845812,21.31,74104.34,True,14630.67
49.0,16.0,1995,2005,24,24_3,3477.530352845812,21.81,75843.11,True,14630.67
49.0,16.0,1995,2006,24,24_3,3477.530352845812,22.31,77581.87,True,14630.67
49.0,16.0,1995,2007,24,24_3,3477.530352845812,22.81,79320.64,True,14630.67
49.0,16.0,1995,2008,24,24_3,3477.530352845812,23.31,81059.4,True,14630.67
49.0,16.0,1995,2009,24,24_3,3477.530352845812,23.81,82798.17,True,14630.67
50.0,16.0,1995,1995,6,6_4,1115.4106318995955,16.81,18749.47,True,17899.09
50.0,16.0,1995,1996,6,6_4,1115.4106318995955,17.31,19307.17,True,17899.09
50.0,16.0,1995,1997,6,6_4,1115.4106318995955,17.81,19864.88,True,17899.09
50.0,16.0,1995,1998,6,6_4,1115.4106318995955,18.31,20422.58,True,17899.09
50.0,16.0,1995,1999,6,6_4,1115.4106318995955,18.81,20980.29,True,17899.09
50.0,16.0,1995,2000,6,6_4,1115.4106318995955,19.31,21537.99,True,17899.09
